,Vendor Code,Company,County,City,Zip,Vendor_Address,lat,lon
170,169346,"ADAPTCONN, INC.",In LA County,WEST HILLS,91307,"6700  FALLBROOK AVENUE , WEST HILLS, CA, 91307",,
171,119327,EMOTIONAL HEALTH ASSOCIATION,In LA County,CULVER CITY,90230,"6666  GREEN VALLEY CIRCLE, CULVER CITY, CA, 90230",33.9788736,-118.3854052
172,169691,GC GREEN INCORPORATED,Outside of LA County,ESCONDIDO,92029,"665  OPPER ST, ESCONDIDO, CA, 92029",33.1300415,-117.1265553
173,172553,THE CENTER IN HOLLYWOOD,In LA County,LOS ANGELES,90028,"6636  SELMA AVE, LOS ANGELES, CA, 90028",34.0996182,-118.3352977
174,196241,"GO2ZERO STRATEGIES, LLC",In LA County,IRWINDALE,91702,"6625  N CALLE EVA MIRANDA , IRWINDALE, CA, 91702",34.1333504,-117.9318602
175,510868,JVS SOCAL,In LA County,LOS ANGELES,90048,"6505  WILSHIRE BLVD, LOS ANGELES, CA, 90048",34.0640163,-118.3698827
176,199953,INGLEWOOD WRAPPING ARMS AROUND THE COMMUNITY,In LA County,INGLEWOOD,90301,"650  E MANCHESTER BLVD, INGLEWOOD, CA, 90301",33.9602346,-118.3468239
177,139128,JOHN T CHAN ARCHITECTS INC,In LA County,ARCADIA,91006,"65  N 1ST AVE, ARCADIA, CA, 91006",34.1407661,-118.0284571
178,205477,G.IRL,In LA County,LOS ANGELES,90059,"649  E 136TH ST, LOS ANGELES, CA, 90059",33.9082118,-118.263107
179,181518,"HOMEBOY RECYCLING, A CALIFORNIA SOCIAL PURPOSE CORPORATION",In LA County,COMMERCE,90040,"6433  CANNING ST, COMMERCE, CA, 90040",33.9857692,-118.1438866
180,38807,INTERNATIONAL RESTAURANT EQUIPMENT CO INC,In LA County,LOS ANGELES,90048,"6432  MOORE DR, LOS ANGELES, CA, 90048",34.0598385,-118.3703056
181,62367,SMA INC,In LA County,LOS ANGELES,90031,"642  MOULTON AVE, LOS ANGELES, CA, 90031",34.0652932,-118.2191504
182,519823,EDNET CAREER INST. INC.,In LA County,WOODLAND HILLS,91367,"6400  CANOGA AVE , WOODLAND HILLS, CA, 91367",34.1865796,-118.5962146
183,519823,EDNET CAREER INST. INC.,In LA County,WOODLAND HLS,91367,"6400  CANOGA AVE, WOODLAND HLS, CA, 91367",34.1804549,-118.5975292
184,158449,DAWN MCKENNA,In LA County,LONG BEACH,90815,"6391  E BIXBY HILL RD, LONG BEACH, CA, 90815",33.7777705,-118.1082738
185,209470,LIFE AND TIMES NETWORK INC.,In LA County,CARSON,90746,"637  E ALBERTONI ST, CARSON, CA, 90746",33.872277,-118.264749
186,209340,FLORES SERVICES,In LA County,PALMDALE,93552,"6365  ATLAS WAY, PALMDALE, CA, 93552",34.5794092,-118.0154759
187,144542,MORE PREPARED,In LA County,TORRANCE,90503,"635  HAWAII AVE, TORRANCE, CA, 90503",33.8405007,-118.3377224
188,203576,SIMPLE DISCOUNT FURNITURE LLC,In LA County,HUNTINGTON PARK,90255,"6335  PACIFIC BLVD, HUNTINGTON PARK, CA, 90255",33.9828402,-118.225274
189,503346,SIMPSON & SIMPSON LLP,In LA County,LOS ANGELES,90071,"633  WEST 5TH ST. , LOS ANGELES, CA, 90071",34.0510508,-118.2544132
190,515310,THE LAGRANT GROUP,In LA County,LOS ANGELES,90071,"633  W 5TH ST FL 48, LOS ANGELES, CA, 90071",,
191,33665,"LA BREA HEATING AND AIR CONDITIONING CO., INC.",In LA County,LOS ANGELES,90043,"6326  WEST BLVD, LOS ANGELES, CA, 90043",33.9824233,-118.3351002
192,120082,"LA BREA AIR, INC.",In LA County,LOS ANGELES,90043,"6326  WEST BLVD, LOS ANGELES, CA, 90043",33.9824233,-118.3351002
193,175802,KAIZER RANGWALA,In LA County,WOODLAND HILLS,91367,"6325  JACKIE AVE, WOODLAND HILLS, CA, 91367",34.1842659,-118.6360967
194,212130,FILM2FUTURE INC,In LA County,LOS ANGELES,90048,"6310  SAN VICENTE BLVD, LOS ANGELES, CA, 90048",34.0608565,-118.3674015
195,194487,RK INDUSTRIES GROUP INC.,Outside of LA County,LA HABRA,90631,"631  S WALNUT ST, LA HABRA, CA, 90631",33.9252935,-117.9505567
196,161716,WATEARTH,In LA County,LOS ANGELES,90065,"631  PHEASANT DR, LOS ANGELES, CA, 90065",34.1056198,-118.2121097
197,182709,TECHNOLOGY MARKETING & MANAGEMENT SERVICES,In LA County,LOS ANGELES,90040,"6303  CORSAIR STREET, LOS ANGELES, CA, 90040",33.9988051,-118.1422618
198,100151,LA CANADA DESIGN GROUP,In LA County,PASADENA,91107,"630  N ROSEMEAD BLVD , PASADENA, CA, 91107",34.1570608,-118.0800584
199,200253,ANTELOPE VALLEY COMMUNITY UPLIFT FOUNDATION,In LA County,LANCASTER,93534,"626  W LANCASTER BLVD , LANCASTER, CA, 93534",34.6977282,-118.1404465
200,128230,MSH VENTURES CORP,In LA County,LOS ANGELES,90048,"6230  WILSHIRE BLVD , LOS ANGELES, CA, 90048",34.0628567,-118.364658
201,199860,RECREATE WASTE COLLABORATIVE LLC,In LA County,LONG BEACH,90806,"623  W PACIFIC COAST HWY , LONG BEACH, CA, 90806",,
202,145309,AIR CLEAN ENVIRONMENTAL INC,In LA County,"LOS ANGELES, CA",90022,"6226  WHITTIER BLVD., LOS ANGELES, CA, CA, 90022",34.0161504,-118.1375729
203,145309,AIR CLEAN ENVIRONMENTAL INC,In LA County,LOS ANGELES,90022,"6226  WHITTIER BLVD, LOS ANGELES, CA, 90022",34.0161504,-118.1375729
204,170547,BRENNAN ESTIMATING SERVICES INC,In LA County,WHITTIER,90601,"6217  S. WASHINGTON AVE, WHITTIER, CA, 90601",,
205,175087,FOUNTAINHEAD CONSULTING CORPORATION,In LA County,PLS VRDS EST,90274,"621  PALOS VERDES DR W, PLS VRDS EST, CA, 90274",,
206,175087,FOUNTAINHEAD CONSULTING CORPORATION,In LA County,PLS VRDS EST,90274,"621  PALOS VERDES DR W, PLS VRDS EST, CA, 90274",,
207,51881,FAR EAST LANDSCAPE & MAINTENANCE INC,In LA County,VAN NUYS,91401,"6201  VAN NUYS BLVD, VAN NUYS, CA, 91401",34.182771,-118.448811
208,38345,WATERLINE TECHNOLOGIES INC,Outside of LA County,SANTA ANA,92701,"620  N SANTIAGO ST, SANTA ANA, CA, 92701",33.75112,-117.8578066
209,190624,NOT YOU MAMAS KITCHEN,In LA County,LONG BEACH,90805,"6183  ATLANTIC AVE, LONG BEACH, CA, 90805",33.8669298,-118.1853019
210,198720,MIGHTY MADISON PROTECTION INC.,In LA County,LOS ANGELES,90004,"615  N OXFORD AVE, LOS ANGELES, CA, 90004",34.0820247,-118.308082
211,182091,JT SITE SERVICES,Outside of LA County,UPLAND,91786,"615  N BENSON AVE, UPLAND, CA, 91786",34.1030763,-117.6809254
212,191907,ANGEL CITY ADVISORS LLC,In LA County,LOS ANGELES,90048,"6141  BARROWS DR, LOS ANGELES, CA, 90048",34.0603082,-118.3641137
213,193297,UNITED GRILL VENTURES LLC,In LA County,BEVERLY HILLS,90210,"614  N ALTA DR, BEVERLY HILLS, CA, 90210",34.082988,-118.3935113
214,181790,"ORRAVAN MECHANICAL, INC.",In LA County,LAKEWOOD,90712,"6134  FACULTY AVE, LAKEWOOD, CA, 90712",33.8666119,-118.1373777
215,196984,"BBD ADVANTAGE, INC",In LA County,N HOLLYWOOD,91606,"6112  WILKINSON AVE, N HOLLYWOOD, CA, 91606",34.2112351,-118.40422
216,172405,ANDREA DAMIAN,In LA County,LOS ANGELES,90014,"610  SOUTH MAIN STREET, PH105, LOS ANGELES, CA, 90014",,
217,163451,CSDA DESIGN GROUP INC,In LA County,EL SEGUNDO,90245,"610  E FRANKLIN AVE, EL SEGUNDO, CA, 90245",33.9177967,-118.409687
218,171500,VCLOUD TECH INC.,In LA County,ROLLING HILLS ESTATES,90274,"609  DEEP VALLEY DRIVE , ROLLING HILLS ESTATES, CA, 90274",33.7709355,-118.3727945
219,171500,VCLOUD TECH INC.,In LA County,ROLLING HILLS ESTATES,90732,"609  DEEP VALLEY DRIVE , ROLLING HILLS ESTATES, CA, 90732",33.7709355,-118.3727945
220,171500,VCLOUD TECH INC.,In LA County,RLLNG HLS EST,90274,"609  DEEP VALLEY DR, RLLNG HLS EST, CA, 90274",,
221,158233,RIVIERA INC,In LA County,LOS ANGELES,90045,"6080  CENTER DR, LOS ANGELES, CA, 90045",33.9768948,-118.3918069
222,60698,SOURCE PROMOTIONS INC,In LA County,LOS ANGELES,90245,"607  N. NASH ST., LOS ANGELES, CA, 90245",33.9250129,-118.3884956
223,174941,"EVITARUS, INC.",In LA County,LOS ANGELES,90045,"6060  CENTER DR , LOS ANGELES, CA, 90045",33.9760097,-118.3909102
224,209611,ABVI LLC,Outside of LA County,RCH CUCAMONGA,91701,"6055  GARNET ST, RCH CUCAMONGA, CA, 91701",,
225,512124,LOS ANGELES CONSERVATION CORPS,In LA County,LOS ANGELES,90015,"605  W. OLYMPIC BLVD., , LOS ANGELES, CA, 90015",34.043854,-118.2617971
226,200105,ANTHONY HOAG,Outside of LA County,ANGELUS OAKS,92305,"6031  PINE AVE, ANGELUS OAKS, CA, 92305",34.1447911,-116.9809645
227,517182,"J & S CIRCUIT BREAKERS, INC.",In LA County,LOS ANGELES,90022,"6024  E. OLYMPIC BLVD., LOS ANGELES, CA, 90022",34.0132474,-118.1432356
228,197899,BIG AL'S MOTORS SALES AND SERVICES LLC,In LA County,WHITTIER,90606,"6022  REDMAN AVE, WHITTIER, CA, 90606",33.9914743,-118.06779
229,188537,"BIRDS EYE AERIAL DRONES, LLC",Outside of LA County,LA MESA,91942,"6015  SARITA ST, LA MESA, CA, 91942",32.788142,-117.011691
230,177135,THE ANTI-RECIDIVISM COALITION,In LA County,LOS ANGELES,90026,"601  N ALVARADO ST, LOS ANGELES, CA, 90026",34.073014,-118.266377
231,177135,THE ANTI-RECIDIVISM COALITION,In LA County,LOS ANGELES,90026,"601  N ALVARADO ST, LOS ANGELES, CA, 90026",34.073014,-118.266377
232,515310,THE LAGRANT GROUP,In LA County,LOS ANGELES,90017,"600  WILSHIRE BLVD , LOS ANGELES, CA, 90017",34.0479408,-118.2563218
233,515310,THE LAGRANT GROUP,In LA County,LOS ANGELES,90017,"600  WILSHIRE BLVD , LOS ANGELES, CA, 90017",34.0479408,-118.2563218
234,508085,"LINSCOTT, LAW & GREENSPAN ENG.",In LA County,PASADENA,91106,"600  S LAKE AVE , PASADENA, CA, 91106",34.1356346,-118.1318395
235,508085,"LINSCOTT, LAW & GREENSPAN ENG.",In LA County,PASADENA,91106,"600  S LAKE AVE, PASADENA, CA, 91106",34.1356346,-118.1318395
236,160222,CAL INTERPRETING & TRANSLATIONS INC,In LA County,VAN NUYS,91411,"5990  SEPULVEDA BLVD , VAN NUYS, CA, 91411",34.1791187,-118.4660748
237,163837,PENN AIR CONTROL,Outside of LA County,CYPRESS,90630,"5941  LAKESHORE DR, CYPRESS, CA, 90630",33.8293138,-118.0298806
238,171570,H-D SPECIALTY GROUPS INC,In LA County,COMMERCE,90040,"5913  E. WASHINGTON BLVD, COMMERCE, CA, 90040",33.9975715,-118.1514354
239,214331,VAN ELLS CONSTRUCTION LLC,In LA County,INGLEWOOD,90302,"591  HARGRAVE ST, INGLEWOOD, CA, 90302",33.9789558,-118.3490106
240,59165,SOFFA ELECTRIC INC.,In LA County,COMMERCE,90040,"5901  CORVETTE ST, COMMERCE, CA, 90040",34.006481,-118.143697
241,110154,"VIZUAL SYMPHONY, INC.",In LA County,GLENDALE,91202,"5900  SAN FERNANDO RD , GLENDALE, CA, 91202",34.158681,-118.279028
242,105454,CHOICE TECHNICAL SERVICES,In LA County,COMMERCE,90040,"5871  RICKENBACKER RD, COMMERCE, CA, 90040",33.989179,-118.1614562
243,208976,"THE WOLCOTT GROUP, LLC",In LA County,LONG BEACH,90803,"5855  E NAPLES PLZ, LONG BEACH, CA, 90803",33.7560252,-118.119595
244,176214,"DIMAGI, INC.",Out of State,CAMBRIDGE,2139,"585  MASSACHUSETTS AVE, CAMBRIDGE, CA, 2139",,
245,214071,"THE HUMAN BEAUTY MOVEMENT, PBC",In LA County,WOODLAND HLS,91367,"5826  FAIRHAVEN AVE, WOODLAND HLS, CA, 91367",34.176429,-118.6578213
246,184956,ENTERPRISE SYSTEMS SOLUTIONS CORPORATION,In LA County,SHERMAN OAKS,91411,"5805  SEPULVEDA BLVD , SHERMAN OAKS, CA, 91411",34.1675104,-118.4659314
247,169016,SUTHERLAND CONSULTING GROUP,In LA County,CULVER CITY,90230,"5800 A HANNUM AVE , CULVER CITY, CA, 90230",33.9883856,-118.3916563
248,169016,SUTHERLAND CONSULTING GROUP,In LA County,CULVER CITY,90230,"5800 A HANNUM AVE, CULVER CITY, CA, 90230",33.9883856,-118.3916563
249,201842,MELINA SEMPILL WATTS CONSULTING LLC,In LA County,AGOURA HILLS,91301,"5800  KANAN RD, AGOURA HILLS, CA, 91301",34.1550837,-118.7563742
250,128525,"MOSS, LEVY & HARTZHEIM",In LA County,CULVER CITY,90230,"5800  HANNUM AVENUE, CULVER CITY, CA, 90230",33.9876818,-118.386263
251,138927,BEACON ECONOMICS LLC,In LA County,LOS ANGELES,90045,"5777  W CENTURE BLVD , LOS ANGELES, CA, 90045",,
252,180493,FEDERAL SUPPLIER INC.,Outside of LA County,WESTLAKE VILLAGE,91362,"5776  LINDERO CANYON ROAD, WESTLAKE VILLAGE, CA, 91362",34.1543853,-118.7960039
253,153159,HALCO SERVICE CORP.,In LA County,LOS ANGELES,90019,"5773  VENICE BLVD., LOS ANGELES, CA, 90019",34.0430638,-118.3643281
254,170515,"MONACO MECHANICAL, INC.",In LA County,LOS ANGELES,90019,"5742  VENICE BOULEVARD, LOS ANGELES, CA, 90019",34.0433291,-118.3635888
255,163692,BUY SUPPLIES 4 LESS,In LA County,AGOURA HILLS,91301,"5737  KANAN RD. , AGOURA HILLS, CA, 91301",34.1555345,-118.758043
256,138028,ALLIED NETWORK SOLUTIONS,Outside of LA County,ROCKLIN,95765,"5718  LONETREE BLVD, ROCKLIN, CA, 95765",38.8130436,-121.2898259
257,159717,"FENTON TRANSCRIPTION, LLC",Outside of LA County,WESTLAKE VILLAGE,91362,"5700  CORSA AVE, WESTLAKE VILLAGE, CA, 91362",34.157233,-118.799226
258,177672,L. A. WORKS INC.,In LA County,LOS ANGELES,90065,"570  WEST AVE 26  , LOS ANGELES, CA, 90065",34.0849497,-118.2238057
259,6482,CRAIG WELDING SUPPLY,In LA County,VERNON,90058,"5670  S SANTA FE AVE, VERNON, CA, 90058",33.9912607,-118.2300838
260,191628,TIM COGSHELL PRODUCTIONS,In LA County,PASADENA,91101,"563  N MARENGO AVE, PASADENA, CA, 91101",34.1557236,-118.1465056
261,111107,THE WALL LAS MEMORIAS PROJECT,In LA County,LOS ANGELES,90042,"5619  MONTE VISTA ST, LOS ANGELES, CA, 90042",34.1113512,-118.1954904
262,112526,CALIFORNIA COMPRESSOR INC,Outside of LA County,HUNTINGTON BEACH,92649,"5592  BUCKINGHAM DRIVE, HUNTINGTON BEACH, CA, 92649",33.7433174,-118.0311151
263,142776,APPLIED MECHANICAL ENGINEERING INC,In LA County,WEST COVINA,91790,"557  N TOLAND AVE, WEST COVINA, CA, 91790",34.0808101,-117.9211163
264,179432,STILLWATER SCIENCES,In LA County,LOS ANGELES,90013,"555  W. 5TH STREET, LOS ANGELES, CA, 90013",34.050161,-118.2535756
265,190008,V3GATE LLC,Out of State,COLORADO SPGS,80921,"555  MIDDLE CREEK PKWY, COLORADO SPGS, CA, 80921",,
266,199327,MELVIN PALENCIA,Outside of LA County,MONTCLAIR,91763,"5541  ARROW HWY , MONTCLAIR, CA, 91763",34.0922704,-117.6843313
267,186724,"PRO TINT, INC",In LA County,TEMPLE CITY,91780,"5528  ROSEMEAD BLVD, TEMPLE CITY, CA, 91780",34.0994614,-118.0733062
268,198627,"AMERICAN TRAFFIC BARRICADE & SAFETY COMPANY, INC.",In LA County,CARSON,90745,"552  E CARSON ST , CARSON, CA, 90745",33.8314999,-118.2665138
269,181599,"SHARPLINE SOLUTIONS, INC",In LA County,COVINA,91722,"545  N RIMSDALE AVE , COVINA, CA, 91722",34.0897118,-117.911742
270,179924,"TAKE A BYTE, INC.",In LA County,GARDENA,90248,"545  FINNEY CT., GARDENA, CA, 90248",,
271,42711,J.C.M. & ASSOCIATES INC.,In LA County,CITY OF COMMERCE,90040,"5443  E. WASHINGTON BLVD., CITY OF COMMERCE, CA, 90040",,
272,111512,SWIFT LEE OFFICE,In LA County,PASADENA,91105,"543  S RAYMOND AVE, PASADENA, CA, 91105",34.1366972,-118.1488978
273,33404,ACTION DOOR REPAIR CORP,In LA County,HUNTINGTON PARK,90255,"5420  MALABAR STREET, HUNTINGTON PARK, CA, 90255",33.9936873,-118.227674
274,33404,ACTION DOOR REPAIR CORP,In LA County,HUNTINGTON PARK,90255,"5420  MALABAR ST, HUNTINGTON PARK, CA, 90255",33.9936873,-118.227674
275,196984,"BBD ADVANTAGE, INC",In LA County,VALLEY VLG,91607,"5404  WHITSETT AVE, VALLEY VLG, CA, 91607",,
276,159004,LOGIXSERVICE INC,In LA County,LOS ANGELES,90045,"5353  W IMPERIAL HWY , LOS ANGELES, CA, 90045",33.9309924,-118.374039
277,132397,MINDS ON EDUCATION INC,In LA County,AGOURA HILLS,91301,"5312  DERRY AVE, AGOURA HILLS, CA, 91301",34.1473234,-118.7479653
278,108307,TAYLOR WALK INC,In LA County,AGOURA HILLS,91301,"5304  DERRY AVE , AGOURA HILLS, CA, 91301",34.1475653,-118.7479483
279,188924,CAUSEIMPACTS,In LA County,INGLEWOOD,90304,"5301  W 119TH PL, INGLEWOOD, CA, 90304",,
280,147249,"ZUSSER COMPANY, INC.",In LA County,LOS ANGELES,90272,"528  PALISADES DR., , LOS ANGELES, CA, 90272",34.0451568,-118.5518126
281,163141,BRILLIANT CORNERS,In LA County,LOS ANGELES,90014,"527  W 7TH ST, LOS ANGELES, CA, 90014",34.0468847,-118.2558008
282,166532,KNIGHTSBRIDGE INDUSTRIES INC.,In LA County,COVINA,91722,"527  N. AZUSA AVE, COVINA, CA, 91722",34.0897315,-117.9088878
283,200291,GOODSIDES LLC,In LA County,N HOLLYWOOD,91601,"5250  LANKERSHIM BLVD, N HOLLYWOOD, CA, 91601",34.166717,-118.3751401
284,2458,REFRIG. CONTRACTING & MAINT.,In LA County,CITY OF COMMERCE,90040,"5250  EAST WASHINGTON BLVD, CITY OF COMMERCE, CA, 90040",,
285,150407,THE ENERGY COALITION,Outside of LA County,IRVINE,92618,"525  TECHNOLOGY DR, IRVINE, CA, 92618",33.6733775,-117.757733
286,171022,"VERDICAL GROUP, INC.",In LA County,LOS ANGELES,90013,"525  S HEWITT ST, LOS ANGELES, CA, 90013",34.0409705,-118.2355157
287,156332,"VINIEGRA & VINIEGRAARCHITECTURE, LLP",In LA County,TARZANA,91356,"5232  OTIS AVE., TARZANA, CA, 91356",34.1661887,-118.5354347
288,210331,DELTA FOOD SERVICE MANAGEMENT,In LA County,LOS ANGELES,90032,"5230  CONEY RD, LOS ANGELES, CA, 90032",34.0718285,-118.1701912
289,187575,MODERN CORNERSTONE BUILDERS,In LA County,LA CRESCENTA,91214,"5213  LA CRESCENTA AVE, LA CRESCENTA, CA, 91214",34.2375619,-118.2399275
290,188996,"J.R.L.R. ENTERPRISES, INC.",In LA County,COMMERCE,90040,"5211  E WASHINGTON BLVD , COMMERCE, CA, 90040",34.0027727,-118.1667149
291,34147,PLUMBING & INDUSTRIAL SUPPLY,In LA County,LOS ANGELES,90039,"5181  W SAN FERNANDO RD, LOS ANGELES, CA, 90039",,
292,34147,PLUMBING & INDUSTRIAL SUPPLY,In LA County,LOS ANGELES,90039,"5181  SAN FERNANDO RD W, LOS ANGELES, CA, 90039",34.1463161,-118.2722337
293,187691,KARIM SAAFIR PHOTOGRAPHY,In LA County,LOS ANGELES,90056,"5174  W SLAUSON AVE, LOS ANGELES, CA, 90056",33.987639,-118.3695477
294,519341,JUDITH SEGAL PHD.,In LA County,BEVERLY HILLS,90210,"517  NORTH ALTA DRIVE, BEVERLY HILLS, CA, 90210",34.0808344,-118.3939302
295,146623,MAJESTIC FIRE INC,In LA County,SHERMAN OAKS,91403,"5160  VAN NUYS BLVD , SHERMAN OAKS, CA, 91403",34.1643739,-118.4482448
296,515010,PLUMBING WHOLESALE OUTLET INC,In LA County,PASADENA,91103,"516  N FAIR OAKS AVE, PASADENA, CA, 91103",34.1545734,-118.1504477
297,140608,LOS ANGELES UNIVERSAL PRESCHOOL,In LA County,LOS ANGELES,90071,"515  S FIGUEROA ST, LOS ANGELES, CA, 90071",34.0520935,-118.2580793
298,145500,"OAK TREE CONSTRUCTION, INC.",In LA County,WOODLAND HILLS,91364,"5149  CATALON AVE., WOODLAND HILLS, CA, 91364",34.164119,-118.5897181
299,181424,TRI-XECUTEX CORPORATION,In LA County,SAN DIMAS,91773,"512  E. BONITA AVE, SAN DIMAS, CA, 91773",34.1065706,-117.797759
300,195621,"AVENUE HOME CARE, INC",Outside of LA County,CARLSBAD,92008,"5115  AVENIDA ENCINAS, CARLSBAD, CA, 92008",33.1311542,-117.329878
301,185718,"GRBCON, INC.",In LA County,BALDWIN PARK,91706,"5114  ELTON ST, BALDWIN PARK, CA, 91706",34.1055229,-117.9505444
302,120191,INDUSTRIAL MAINTENANCE SUPPLY INC,In LA County,SAN FERNANDO,91340,"511  FIFTH ST , SAN FERNANDO, CA, 91340",,
303,104240,DEL RICHARDSON & ASSOCIATES,In LA County,INGLEWOOD,90301,"510  S. LA BREA AVE, INGLEWOOD, CA, 90301",33.957573,-118.3531738
304,56710,ARROW RESTAURANT EQUIPMENT & SUPPLIES INC,Outside of LA County,MONTCLAIR,91763,"5061  ARROW HWY, MONTCLAIR, CA, 91763",34.0931678,-117.6955831
305,145309,AIR CLEAN ENVIRONMENTAL INC,In LA County,BALDWIN PARK,91706,"5053  HEINTZ ST, BALDWIN PARK, CA, 91706",34.104862,-117.952961
306,204764,EMPLOY CALIFORNIA,In LA County,LONG BEACH,90853,"5050  E 2ND ST, LONG BEACH, CA, 90853",33.7607901,-118.1362995
307,526213,BEST WAY MARBLE & TILE,In LA County,LOS ANGELES,90022,"5037  TELEGRAPH RD, LOS ANGELES, CA, 90022",34.0126404,-118.1632303
308,121731,APPLOON THE MURDOCK CORP.,In LA County,LAKEWOOD,90712,"5032  MEADOW WOOD AVE, LAKEWOOD, CA, 90712",33.848315,-118.164631
309,183827,"LA TERRA BUILDING SOLUTIONS, LLC",In LA County,LOS ANGELES,90041,"5016  EAGLE ROCK BLVD , LOS ANGELES, CA, 90041",34.137534,-118.2143606
310,183827,"LA TERRA BUILDING SOLUTIONS, LLC",In LA County,LOS ANGELES,90041,"5016  EAGLE ROCK BLVD, LOS ANGELES, CA, 90041",34.137534,-118.2143606
311,116466,HARDER+COMPANY COMMUNITY RESEARCH,Outside of LA County,SAN DIEGO,92103,"501  WASHINGTON ST, SAN DIEGO, CA, 92103",32.749858,-117.160297
312,171500,VCLOUD TECH INC.,Out of State,SANFORD,27330,"500  WESTOVER DR , SANFORD, CA, 27330",,
313,56701,WESTRIDGE ASSOCIATES,In LA County,LOS ANGELES,90071,"500  S FIGUEROA, LOS ANGELES, CA, 90071",34.0539542,-118.2556035
314,180080,CENTER FOR EMPLOYMENT OPPORTUNITIES,Out of State,NEW YORK,10004,"50  BROADWAY, NEW YORK, CA, 10004",,
315,177957,NAME ON THE LINE ADVERTISING LLC,In LA County,PASADENA,91109,"5  MILE MEDIA, PASADENA, CA, 91109",,
316,195818,JACOB A YANES,In LA County,LOS ANGELES,90042,"4955  1/2 SYCAMORE TER, LOS ANGELES, CA, 90042",,
317,193694,PARS EQUALITY CENTER,In LA County,SHERMAN OAKS,91403,"4954  VAN NUYS BLVD, SHERMAN OAKS, CA, 91403",34.1609703,-118.448265
318,199711,JOSE FUENTES,In LA County,LOS ANGELES,90022,"4931  WHITTIER BLVD, LOS ANGELES, CA, 90022",34.0216461,-118.1628365
319,144443,WIRELESS INNOVATION SOLUTION I,In LA County,LOS ANGELES,90041,"4917  GLACIER DR, LOS ANGELES, CA, 90041",34.1361318,-118.1916536
320,194317,HIGH SPEED LOGISTICS INC,Outside of LA County,SAN DIEGO,92107,"4876  SANTA MONICA AVE, SAN DIEGO, CA, 92107",32.746666,-117.247958
321,211703,"SIGN ZONE, INC.",In LA County,LOS ANGELES,90029,"4873  MELROSE AVE, LOS ANGELES, CA, 90029",34.0836056,-118.3064888
322,502072,"JJJ FLOOR COVERING, INC.",In LA County,PICO RIVERA,90660,"4831 -A PASSONS BLVD, PICO RIVERA, CA, 90660",33.9795191,-118.0899611
323,144442,CITADEL CPM INC,In LA County,PASADENA,91105,"482  S ARROYO PKWY, PASADENA, CA, 91105",34.1373245,-118.1472523
324,154453,YATES TRUCKING INC,In LA County,QUARTZ HILL,93536,"4817  W AVENUE N, QUARTZ HILL, CA, 93536",34.6310509,-118.1924733
325,529724,SWA ARCHITECTS,In LA County,PASADENA,91103,"48  E. HOLLY ST., PASADENA, CA, 91103",34.1475701,-118.1494714
326,186006,"RIPE MEDIA, INC.",In LA County,N HOLLYWOOD,91602,"4789  VINELAND AVE, N HOLLYWOOD, CA, 91602",34.1573574,-118.370128
327,138234,MJK CONSTRUCTION INC,Outside of LA County,CHINO,91710,"4780  CHEYENNE WAY, CHINO, CA, 91710",34.0031192,-117.7005463
328,140648,SUNWEST ENGINEERING,Outside of LA County,CHINO,91710,"4780  CHEYENNE WAY, CHINO, CA, 91710",34.0031192,-117.7005463
329,207329,1 A SERVICE,In LA County,LOS ANGELES,90022,"4776  DOZIER ST, LOS ANGELES, CA, 90022",34.0414204,-118.1626261
330,148067,DICK NIGRA INSPECTIONS INC,In LA County,LA CANADA,91011,"4735  OAKADO PLACE, LA CANADA, CA, 91011",34.2189829,-118.2233889
331,204768,ACE BROKERAGE AND TRANSPORT LLC,In LA County,LAWNDALE,90260,"4730  W 173RD ST, , LAWNDALE, CA, 90260",33.8738199,-118.3566808
332,125632,COMPUTER 1 PRODUCTS OF AMERICA,In LA County,LONG BEACH,90803,"4712  E 2ND ST , LONG BEACH, CA, 90803",33.7617371,-118.1385143
333,191037,"BEYOND 2000 ENTERPRISES, LLC",In LA County,MARINA DL REY,90292,"4712  ADMIRALTY WAY , MARINA DL REY, CA, 90292",,
334,56888,SPECIALTY DOORS AND AUTOMATION,In LA County,LONG BEACH,90805,"4700  LONG BEACH BLVD, LONG BEACH, CA, 90805",33.8431632,-118.1924124
335,203984,"MCMAVERICK, INC.",Outside of LA County,SAN DIEGO,92130,"4653  CARMEL MOUNTAIN RD, SAN DIEGO, CA, 92130",32.9203964,-117.2135338
336,504823,CLARKE CONTRACTING CORPORATION,In LA County,LAWNDALE,90260,"4646  MANHATTAN BEACH BLVD., LAWNDALE, CA, 90260",33.8872327,-118.3588576
337,504823,CLARKE CONTRACTING CORPORATION,In LA County,LAWNDALE,90260,"4646  MANHATTAN BEACH BLVD, LAWNDALE, CA, 90260",33.8872327,-118.3588576
338,192142,"OHANAVETS, INC.",In LA County,MARINA DL REY,90292,"4640  ADMIRALTY WAY , MARINA DL REY, CA, 90292",,
339,197786,"TRYFACTA, INC.",Outside of LA County,PLEASANTON,94588,"4637  CHABOT DR , PLEASANTON, CA, 94588",37.6924636,-121.9006459
340,37039,SUPERIOR ELECTRIC MOTOR SERV,In LA County,VERNON,90058,"4622  ALCOA AVE, VERNON, CA, 90058",34.0018126,-118.2085955
